Comunidad autónoma de residencia	Tipo de dato	Gastos totales, medios, distribución e índice	Periodo	Total
09 Cataluña	Variación respecto al año base	Gasto total	2020	1,7
09 Cataluña	Variación respecto al año base	Gasto total	2019	14,2
09 Cataluña	Variación respecto al año base	Gasto total	2018	11,8
09 Cataluña	Variación respecto al año base	Gasto total	2017	7,1
09 Cataluña	Variación respecto al año base	Gasto total	2016	2,2
09 Cataluña	Variación respecto al año base	Gasto total	2015	0,9
09 Cataluña	Variación respecto al año base	Gasto total	2014	-0,6
09 Cataluña	Variación respecto al año base	Gasto total	2013	-2,2
09 Cataluña	Variación respecto al año base	Gasto total	2012	-0,2
09 Cataluña	Variación respecto al año base	Gasto total	2011	3,9
09 Cataluña	Variación respecto al año base	Gasto total	2010	3,1
09 Cataluña	Variación respecto al año base	Gasto total	2009	7,5
09 Cataluña	Variación respecto al año base	Gasto total	2008	9,8
09 Cataluña	Variación respecto al año base	Gasto total	2007	4,9
09 Cataluña	Variación respecto al año base	Gasto total	2006	""
09 Cataluña	Variación respecto al año base	Distribución porcentual	2020	""
09 Cataluña	Variación respecto al año base	Distribución porcentual	2019	""
09 Cataluña	Variación respecto al año base	Distribución porcentual	2018	""
09 Cataluña	Variación respecto al año base	Distribución porcentual	2017	""
09 Cataluña	Variación respecto al año base	Distribución porcentual	2016	""
09 Cataluña	Variación respecto al año base	Distribución porcentual	2015	""
09 Cataluña	Variación respecto al año base	Distribución porcentual	2014	""
09 Cataluña	Variación respecto al año base	Distribución porcentual	2013	""
09 Cataluña	Variación respecto al año base	Distribución porcentual	2012	""
09 Cataluña	Variación respecto al año base	Distribución porcentual	2011	""
09 Cataluña	Variación respecto al año base	Distribución porcentual	2010	""
09 Cataluña	Variación respecto al año base	Distribución porcentual	2009	""
09 Cataluña	Variación respecto al año base	Distribución porcentual	2008	""
09 Cataluña	Variación respecto al año base	Distribución porcentual	2007	""
09 Cataluña	Variación respecto al año base	Distribución porcentual	2006	""
09 Cataluña	Variación respecto al año base	Gasto medio por hogar	2020	-12,2
09 Cataluña	Variación respecto al año base	Gasto medio por hogar	2019	-1,1
09 Cataluña	Variación respecto al año base	Gasto medio por hogar	2018	-2,1
09 Cataluña	Variación respecto al año base	Gasto medio por hogar	2017	-5
09 Cataluña	Variación respecto al año base	Gasto medio por hogar	2016	-8,5
09 Cataluña	Variación respecto al año base	Gasto medio por hogar	2015	-9,2
09 Cataluña	Variación respecto al año base	Gasto medio por hogar	2014	-10,4
09 Cataluña	Variación respecto al año base	Gasto medio por hogar	2013	-11,8
09 Cataluña	Variación respecto al año base	Gasto medio por hogar	2012	-9,8
09 Cataluña	Variación respecto al año base	Gasto medio por hogar	2011	-5,4
09 Cataluña	Variación respecto al año base	Gasto medio por hogar	2010	-4,9
09 Cataluña	Variación respecto al año base	Gasto medio por hogar	2009	0,3
09 Cataluña	Variación respecto al año base	Gasto medio por hogar	2008	4,2
09 Cataluña	Variación respecto al año base	Gasto medio por hogar	2007	2,1
09 Cataluña	Variación respecto al año base	Gasto medio por hogar	2006	""
09 Cataluña	Variación respecto al año base	Gasto medio por persona	2020	-5,7
09 Cataluña	Variación respecto al año base	Gasto medio por persona	2019	6,5
09 Cataluña	Variación respecto al año base	Gasto medio por persona	2018	5,4
09 Cataluña	Variación respecto al año base	Gasto medio por persona	2017	1,9
09 Cataluña	Variación respecto al año base	Gasto medio por persona	2016	-2,3
09 Cataluña	Variación respecto al año base	Gasto medio por persona	2015	-3,2
09 Cataluña	Variación respecto al año base	Gasto medio por persona	2014	-4,8
09 Cataluña	Variación respecto al año base	Gasto medio por persona	2013	-6,9
09 Cataluña	Variación respecto al año base	Gasto medio por persona	2012	-5,6
09 Cataluña	Variación respecto al año base	Gasto medio por persona	2011	-1,9
09 Cataluña	Variación respecto al año base	Gasto medio por persona	2010	-2,3
09 Cataluña	Variación respecto al año base	Gasto medio por persona	2009	2,2
09 Cataluña	Variación respecto al año base	Gasto medio por persona	2008	5,4
09 Cataluña	Variación respecto al año base	Gasto medio por persona	2007	2,7
09 Cataluña	Variación respecto al año base	Gasto medio por persona	2006	""
09 Cataluña	Variación respecto al año base	Gasto medio por unidad de consumo	2020	-7,6
09 Cataluña	Variación respecto al año base	Gasto medio por unidad de consumo	2019	4,4
09 Cataluña	Variación respecto al año base	Gasto medio por unidad de consumo	2018	3,3
09 Cataluña	Variación respecto al año base	Gasto medio por unidad de consumo	2017	0,2
09 Cataluña	Variación respecto al año base	Gasto medio por unidad de consumo	2016	-3,7
09 Cataluña	Variación respecto al año base	Gasto medio por unidad de consumo	2015	-4,6
09 Cataluña	Variación respecto al año base	Gasto medio por unidad de consumo	2014	-6,1
09 Cataluña	Variación respecto al año base	Gasto medio por unidad de consumo	2013	-8
09 Cataluña	Variación respecto al año base	Gasto medio por unidad de consumo	2012	-6,5
09 Cataluña	Variación respecto al año base	Gasto medio por unidad de consumo	2011	-2,5
09 Cataluña	Variación respecto al año base	Gasto medio por unidad de consumo	2010	-2,8
09 Cataluña	Variación respecto al año base	Gasto medio por unidad de consumo	2009	1,9
09 Cataluña	Variación respecto al año base	Gasto medio por unidad de consumo	2008	5,2
09 Cataluña	Variación respecto al año base	Gasto medio por unidad de consumo	2007	2,6
09 Cataluña	Variación respecto al año base	Gasto medio por unidad de consumo	2006	""
09 Cataluña	Variación respecto al año base	Índice sobre la media del gmp	2020	""
09 Cataluña	Variación respecto al año base	Índice sobre la media del gmp	2019	""
09 Cataluña	Variación respecto al año base	Índice sobre la media del gmp	2018	""
09 Cataluña	Variación respecto al año base	Índice sobre la media del gmp	2017	""
09 Cataluña	Variación respecto al año base	Índice sobre la media del gmp	2016	""
09 Cataluña	Variación respecto al año base	Índice sobre la media del gmp	2015	""
09 Cataluña	Variación respecto al año base	Índice sobre la media del gmp	2014	""
09 Cataluña	Variación respecto al año base	Índice sobre la media del gmp	2013	""
09 Cataluña	Variación respecto al año base	Índice sobre la media del gmp	2012	""
09 Cataluña	Variación respecto al año base	Índice sobre la media del gmp	2011	""
09 Cataluña	Variación respecto al año base	Índice sobre la media del gmp	2010	""
09 Cataluña	Variación respecto al año base	Índice sobre la media del gmp	2009	""
09 Cataluña	Variación respecto al año base	Índice sobre la media del gmp	2008	""
09 Cataluña	Variación respecto al año base	Índice sobre la media del gmp	2007	""
09 Cataluña	Variación respecto al año base	Índice sobre la media del gmp	2006	""
10 Comunitat Valenciana	Dato base	Gasto total	2020	52.593.307,69
10 Comunitat Valenciana	Dato base	Gasto total	2019	59.245.780,93
10 Comunitat Valenciana	Dato base	Gasto total	2018	56.701.026,87
10 Comunitat Valenciana	Dato base	Gasto total	2017	54.398.967,95
10 Comunitat Valenciana	Dato base	Gasto total	2016	52.094.104,65
10 Comunitat Valenciana	Dato base	Gasto total	2015	50.030.821,85
10 Comunitat Valenciana	Dato base	Gasto total	2014	49.265.783,25
10 Comunitat Valenciana	Dato base	Gasto total	2013	49.290.710,74
10 Comunitat Valenciana	Dato base	Gasto total	2012	51.823.207,45
10 Comunitat Valenciana	Dato base	Gasto total	2011	51.295.419,2
10 Comunitat Valenciana	Dato base	Gasto total	2010	52.282.134,4
10 Comunitat Valenciana	Dato base	Gasto total	2009	54.164.411,87
10 Comunitat Valenciana	Dato base	Gasto total	2008	55.558.366,14
10 Comunitat Valenciana	Dato base	Gasto total	2007	56.642.184,26
10 Comunitat Valenciana	Dato base	Gasto total	2006	51.884.601,2
10 Comunitat Valenciana	Dato base	Distribución porcentual	2020	10,34
10 Comunitat Valenciana	Dato base	Distribución porcentual	2019	10,45
10 Comunitat Valenciana	Dato base	Distribución porcentual	2018	10,19
10 Comunitat Valenciana	Dato base	Distribución porcentual	2017	10,07
10 Comunitat Valenciana	Dato base	Distribución porcentual	2016	10,02
10 Comunitat Valenciana	Dato base	Distribución porcentual	2015	9,91
10 Comunitat Valenciana	Dato base	Distribución porcentual	2014	9,94
10 Comunitat Valenciana	Dato base	Distribución porcentual	2013	9,97
10 Comunitat Valenciana	Dato base	Distribución porcentual	2012	10,16
10 Comunitat Valenciana	Dato base	Distribución porcentual	2011	9,82
10 Comunitat Valenciana	Dato base	Distribución porcentual	2010	10,05
10 Comunitat Valenciana	Dato base	Distribución porcentual	2009	10,3
10 Comunitat Valenciana	Dato base	Distribución porcentual	2008	10,25
10 Comunitat Valenciana	Dato base	Distribución porcentual	2007	10,74
10 Comunitat Valenciana	Dato base	Distribución porcentual	2006	10,59
10 Comunitat Valenciana	Dato base	Gasto medio por hogar	2020	25.915,1
10 Comunitat Valenciana	Dato base	Gasto medio por hogar	2019	29.444,27
10 Comunitat Valenciana	Dato base	Gasto medio por hogar	2018	28.356,34
10 Comunitat Valenciana	Dato base	Gasto medio por hogar	2017	27.227,17
10 Comunitat Valenciana	Dato base	Gasto medio por hogar	2016	26.094
10 Comunitat Valenciana	Dato base	Gasto medio por hogar	2015	25.009,82
10 Comunitat Valenciana	Dato base	Gasto medio por hogar	2014	24.586,61
10 Comunitat Valenciana	Dato base	Gasto medio por hogar	2013	24.693,28
10 Comunitat Valenciana	Dato base	Gasto medio por hogar	2012	26.061,7
10 Comunitat Valenciana	Dato base	Gasto medio por hogar	2011	26.034,56
10 Comunitat Valenciana	Dato base	Gasto medio por hogar	2010	26.865,69
10 Comunitat Valenciana	Dato base	Gasto medio por hogar	2009	28.152,11
10 Comunitat Valenciana	Dato base	Gasto medio por hogar	2008	29.309,4
10 Comunitat Valenciana	Dato base	Gasto medio por hogar	2007	30.688,08
10 Comunitat Valenciana	Dato base	Gasto medio por hogar	2006	29.111,25
10 Comunitat Valenciana	Dato base	Gasto medio por persona	2020	10.516,92
10 Comunitat Valenciana	Dato base	Gasto medio por persona	2019	11.933,01
10 Comunitat Valenciana	Dato base	Gasto medio por persona	2018	11.512,05
10 Comunitat Valenciana	Dato base	Gasto medio por persona	2017	11.082,61
10 Comunitat Valenciana	Dato base	Gasto medio por persona	2016	10.642,39
10 Comunitat Valenciana	Dato base	Gasto medio por persona	2015	10.201,36
10 Comunitat Valenciana	Dato base	Gasto medio por persona	2014	10.014,92
10 Comunitat Valenciana	Dato base	Gasto medio por persona	2013	9.992,05
10 Comunitat Valenciana	Dato base	Gasto medio por persona	2012	10.439,99
10 Comunitat Valenciana	Dato base	Gasto medio por persona	2011	10.322,98
10 Comunitat Valenciana	Dato base	Gasto medio por persona	2010	10.545,04
10 Comunitat Valenciana	Dato base	Gasto medio por persona	2009	10.934,86
10 Comunitat Valenciana	Dato base	Gasto medio por persona	2008	11.274,3
10 Comunitat Valenciana	Dato base	Gasto medio por persona	2007	11.703,79
10 Comunitat Valenciana	Dato base	Gasto medio por persona	2006	11.013
10 Comunitat Valenciana	Dato base	Gasto medio por unidad de consumo	2020	15.526,15
10 Comunitat Valenciana	Dato base	Gasto medio por unidad de consumo	2019	17.634,86
10 Comunitat Valenciana	Dato base	Gasto medio por unidad de consumo	2018	17.024,17
10 Comunitat Valenciana	Dato base	Gasto medio por unidad de consumo	2017	16.377,43
10 Comunitat Valenciana	Dato base	Gasto medio por unidad de consumo	2016	15.739,37
10 Comunitat Valenciana	Dato base	Gasto medio por unidad de consumo	2015	15.078,29
10 Comunitat Valenciana	Dato base	Gasto medio por unidad de consumo	2014	14.818,7
10 Comunitat Valenciana	Dato base	Gasto medio por unidad de consumo	2013	14.807,14
10 Comunitat Valenciana	Dato base	Gasto medio por unidad de consumo	2012	15.527,05
10 Comunitat Valenciana	Dato base	Gasto medio por unidad de consumo	2011	15.390,47
10 Comunitat Valenciana	Dato base	Gasto medio por unidad de consumo	2010	15.769,37
10 Comunitat Valenciana	Dato base	Gasto medio por unidad de consumo	2009	16.386,87
10 Comunitat Valenciana	Dato base	Gasto medio por unidad de consumo	2008	16.946,88
10 Comunitat Valenciana	Dato base	Gasto medio por unidad de consumo	2007	17.628,38
10 Comunitat Valenciana	Dato base	Gasto medio por unidad de consumo	2006	16.620,51
10 Comunitat Valenciana	Dato base	Índice sobre la media del gmp	2020	96,95
10 Comunitat Valenciana	Dato base	Índice sobre la media del gmp	2019	98,2
10 Comunitat Valenciana	Dato base	Índice sobre la media del gmp	2018	95,78
10 Comunitat Valenciana	Dato base	Índice sobre la media del gmp	2017	94,51
10 Comunitat Valenciana	Dato base	Índice sobre la media del gmp	2016	94,08
10 Comunitat Valenciana	Dato base	Índice sobre la media del gmp	2015	92,89
10 Comunitat Valenciana	Dato base	Índice sobre la media del gmp	2014	92,9
10 Comunitat Valenciana	Dato base	Índice sobre la media del gmp	2013	93,25
10 Comunitat Valenciana	Dato base	Índice sobre la media del gmp	2012	94,8
10 Comunitat Valenciana	Dato base	Índice sobre la media del gmp	2011	91,51
10 Comunitat Valenciana	Dato base	Índice sobre la media del gmp	2010	93,52
10 Comunitat Valenciana	Dato base	Índice sobre la media del gmp	2009	95,59
10 Comunitat Valenciana	Dato base	Índice sobre la media del gmp	2008	94,78
10 Comunitat Valenciana	Dato base	Índice sobre la media del gmp	2007	99,54
10 Comunitat Valenciana	Dato base	Índice sobre la media del gmp	2006	98,97
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto total	2020	-11,2
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto total	2019	4,5
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto total	2018	4,2
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto total	2017	4,4
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto total	2016	4,1
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto total	2015	1,6
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto total	2014	-0,1
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto total	2013	-4,9
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto total	2012	1
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto total	2011	-1,9
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto total	2010	-3,5
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto total	2009	-2,5
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto total	2008	-1,9
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto total	2007	9,2
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto total	2006	""
10 Comunitat Valenciana	Variación respecto al año anterior	Distribución porcentual	2020	""
10 Comunitat Valenciana	Variación respecto al año anterior	Distribución porcentual	2019	""
10 Comunitat Valenciana	Variación respecto al año anterior	Distribución porcentual	2018	""
10 Comunitat Valenciana	Variación respecto al año anterior	Distribución porcentual	2017	""
10 Comunitat Valenciana	Variación respecto al año anterior	Distribución porcentual	2016	""
10 Comunitat Valenciana	Variación respecto al año anterior	Distribución porcentual	2015	""
10 Comunitat Valenciana	Variación respecto al año anterior	Distribución porcentual	2014	""
10 Comunitat Valenciana	Variación respecto al año anterior	Distribución porcentual	2013	""
10 Comunitat Valenciana	Variación respecto al año anterior	Distribución porcentual	2012	""
10 Comunitat Valenciana	Variación respecto al año anterior	Distribución porcentual	2011	""
10 Comunitat Valenciana	Variación respecto al año anterior	Distribución porcentual	2010	""
10 Comunitat Valenciana	Variación respecto al año anterior	Distribución porcentual	2009	""
10 Comunitat Valenciana	Variación respecto al año anterior	Distribución porcentual	2008	""
10 Comunitat Valenciana	Variación respecto al año anterior	Distribución porcentual	2007	""
10 Comunitat Valenciana	Variación respecto al año anterior	Distribución porcentual	2006	""
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por hogar	2020	-12
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por hogar	2019	3,8
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por hogar	2018	4,1
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por hogar	2017	4,3
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por hogar	2016	4,3
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por hogar	2015	1,7
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por hogar	2014	-0,4
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por hogar	2013	-5,3
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por hogar	2012	0,1
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por hogar	2011	-3,1
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por hogar	2010	-4,6
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por hogar	2009	-3,9
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por hogar	2008	-4,5
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por hogar	2007	5,4
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por hogar	2006	""
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por persona	2020	-11,9
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por persona	2019	3,7
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por persona	2018	3,9
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por persona	2017	4,1
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por persona	2016	4,3
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por persona	2015	1,9
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por persona	2014	0,2
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por persona	2013	-4,3
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por persona	2012	1,1
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por persona	2011	-2,1
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por persona	2010	-3,6
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por persona	2009	-3
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por persona	2008	-3,7
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por persona	2007	6,3
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por persona	2006	""
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por unidad de consumo	2020	-12
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por unidad de consumo	2019	3,6
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por unidad de consumo	2018	3,9
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por unidad de consumo	2017	4,1
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por unidad de consumo	2016	4,4
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por unidad de consumo	2015	1,8
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por unidad de consumo	2014	0,1
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por unidad de consumo	2013	-4,6
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por unidad de consumo	2012	0,9
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por unidad de consumo	2011	-2,4
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por unidad de consumo	2010	-3,8
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por unidad de consumo	2009	-3,3
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por unidad de consumo	2008	-3,9
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por unidad de consumo	2007	6,1
10 Comunitat Valenciana	Variación respecto al año anterior	Gasto medio por unidad de consumo	2006	""
10 Comunitat Valenciana	Variación respecto al año anterior	Índice sobre la media del gmp	2020	""
10 Comunitat Valenciana	Variación respecto al año anterior	Índice sobre la media del gmp	2019	""
10 Comunitat Valenciana	Variación respecto al año anterior	Índice sobre la media del gmp	2018	""
10 Comunitat Valenciana	Variación respecto al año anterior	Índice sobre la media del gmp	2017	""
10 Comunitat Valenciana	Variación respecto al año anterior	Índice sobre la media del gmp	2016	""
10 Comunitat Valenciana	Variación respecto al año anterior	Índice sobre la media del gmp	2015	""
10 Comunitat Valenciana	Variación respecto al año anterior	Índice sobre la media del gmp	2014	""
10 Comunitat Valenciana	Variación respecto al año anterior	Índice sobre la media del gmp	2013	""
10 Comunitat Valenciana	Variación respecto al año anterior	Índice sobre la media del gmp	2012	""
10 Comunitat Valenciana	Variación respecto al año anterior	Índice sobre la media del gmp	2011	""
10 Comunitat Valenciana	Variación respecto al año anterior	Índice sobre la media del gmp	2010	""
10 Comunitat Valenciana	Variación respecto al año anterior	Índice sobre la media del gmp	2009	""
10 Comunitat Valenciana	Variación respecto al año anterior	Índice sobre la media del gmp	2008	""
10 Comunitat Valenciana	Variación respecto al año anterior	Índice sobre la media del gmp	2007	""
10 Comunitat Valenciana	Variación respecto al año anterior	Índice sobre la media del gmp	2006	""
10 Comunitat Valenciana	Variación respecto al año base	Gasto total	2020	1,4
10 Comunitat Valenciana	Variación respecto al año base	Gasto total	2019	14,2
10 Comunitat Valenciana	Variación respecto al año base	Gasto total	2018	9,3
10 Comunitat Valenciana	Variación respecto al año base	Gasto total	2017	4,8
10 Comunitat Valenciana	Variación respecto al año base	Gasto total	2016	0,4
10 Comunitat Valenciana	Variación respecto al año base	Gasto total	2015	-3,6
10 Comunitat Valenciana	Variación respecto al año base	Gasto total	2014	-5
10 Comunitat Valenciana	Variación respecto al año base	Gasto total	2013	-5
10 Comunitat Valenciana	Variación respecto al año base	Gasto total	2012	-0,1
10 Comunitat Valenciana	Variación respecto al año base	Gasto total	2011	-1,1
10 Comunitat Valenciana	Variación respecto al año base	Gasto total	2010	0,8
10 Comunitat Valenciana	Variación respecto al año base	Gasto total	2009	4,4
10 Comunitat Valenciana	Variación respecto al año base	Gasto total	2008	7,1
10 Comunitat Valenciana	Variación respecto al año base	Gasto total	2007	9,2
10 Comunitat Valenciana	Variación respecto al año base	Gasto total	2006	""
10 Comunitat Valenciana	Variación respecto al año base	Distribución porcentual	2020	""
10 Comunitat Valenciana	Variación respecto al año base	Distribución porcentual	2019	""
10 Comunitat Valenciana	Variación respecto al año base	Distribución porcentual	2018	""
10 Comunitat Valenciana	Variación respecto al año base	Distribución porcentual	2017	""
10 Comunitat Valenciana	Variación respecto al año base	Distribución porcentual	2016	""
10 Comunitat Valenciana	Variación respecto al año base	Distribución porcentual	2015	""
10 Comunitat Valenciana	Variación respecto al año base	Distribución porcentual	2014	""
10 Comunitat Valenciana	Variación respecto al año base	Distribución porcentual	2013	""
10 Comunitat Valenciana	Variación respecto al año base	Distribución porcentual	2012	""
10 Comunitat Valenciana	Variación respecto al año base	Distribución porcentual	2011	""
10 Comunitat Valenciana	Variación respecto al año base	Distribución porcentual	2010	""
10 Comunitat Valenciana	Variación respecto al año base	Distribución porcentual	2009	""
10 Comunitat Valenciana	Variación respecto al año base	Distribución porcentual	2008	""
10 Comunitat Valenciana	Variación respecto al año base	Distribución porcentual	2007	""
10 Comunitat Valenciana	Variación respecto al año base	Distribución porcentual	2006	""
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por hogar	2020	-11
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por hogar	2019	1,1
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por hogar	2018	-2,6
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por hogar	2017	-6,5
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por hogar	2016	-10,4
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por hogar	2015	-14,1
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por hogar	2014	-15,5
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por hogar	2013	-15,2
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por hogar	2012	-10,5
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por hogar	2011	-10,6
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por hogar	2010	-7,7
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por hogar	2009	-3,3
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por hogar	2008	0,7
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por hogar	2007	5,4
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por hogar	2006	""
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por persona	2020	-4,5
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por persona	2019	8,4
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por persona	2018	4,5
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por persona	2017	0,6
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por persona	2016	-3,4
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por persona	2015	-7,4
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por persona	2014	-9,1
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por persona	2013	-9,3
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por persona	2012	-5,2
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por persona	2011	-6,3
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por persona	2010	-4,2
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por persona	2009	-0,7
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por persona	2008	2,4
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por persona	2007	6,3
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por persona	2006	""
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por unidad de consumo	2020	-6,6
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por unidad de consumo	2019	6,1
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por unidad de consumo	2018	2,4
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por unidad de consumo	2017	-1,5
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por unidad de consumo	2016	-5,3
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por unidad de consumo	2015	-9,3
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por unidad de consumo	2014	-10,8
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por unidad de consumo	2013	-10,9
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por unidad de consumo	2012	-6,6
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por unidad de consumo	2011	-7,4
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por unidad de consumo	2010	-5,1
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por unidad de consumo	2009	-1,4
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por unidad de consumo	2008	2
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por unidad de consumo	2007	6,1
10 Comunitat Valenciana	Variación respecto al año base	Gasto medio por unidad de consumo	2006	""
10 Comunitat Valenciana	Variación respecto al año base	Índice sobre la media del gmp	2020	""
10 Comunitat Valenciana	Variación respecto al año base	Índice sobre la media del gmp	2019	""
10 Comunitat Valenciana	Variación respecto al año base	Índice sobre la media del gmp	2018	""
10 Comunitat Valenciana	Variación respecto al año base	Índice sobre la media del gmp	2017	""
10 Comunitat Valenciana	Variación respecto al año base	Índice sobre la media del gmp	2016	""
10 Comunitat Valenciana	Variación respecto al año base	Índice sobre la media del gmp	2015	""
10 Comunitat Valenciana	Variación respecto al año base	Índice sobre la media del gmp	2014	""
10 Comunitat Valenciana	Variación respecto al año base	Índice sobre la media del gmp	2013	""
10 Comunitat Valenciana	Variación respecto al año base	Índice sobre la media del gmp	2012	""
10 Comunitat Valenciana	Variación respecto al año base	Índice sobre la media del gmp	2011	""
10 Comunitat Valenciana	Variación respecto al año base	Índice sobre la media del gmp	2010	""
10 Comunitat Valenciana	Variación respecto al año base	Índice sobre la media del gmp	2009	""
10 Comunitat Valenciana	Variación respecto al año base	Índice sobre la media del gmp	2008	""
10 Comunitat Valenciana	Variación respecto al año base	Índice sobre la media del gmp	2007	""
10 Comunitat Valenciana	Variación respecto al año base	Índice sobre la media del gmp	2006	""
